Updated On,State,"RT-PCR Test(Includes TrueNat,CBNAAT,CRISPR)",RAT(Rapid Antigen Test),Other Tests,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,Total People Quarantined,Tag(People in Quarantine),Cumulative People in Home Isolation,Total People Currently in Isolation,Tag(People in Isolation),People released from Home Isolation,"Cases outside Home Isolation i.e Institutional Isolation,Hospital Etc.",Cumulative People in Surveillance,Total People Currently in Surveillance,Tag(People in Surveillance),People released from Surveillance,Cumulative People in Observation,People released from Observation,People on ICU Beds,People on Ventilator,People on O2 Beds,Beds Occupied(Normal/Isolation),Total Num ICU Beds,Total Num Ventilators,Total Num of O2 Beds,Total Num Beds (Normal/Isolation) ,Total PPE,Total N95 Masks,COVID Enquiry Calls,Number of Containment Zones,Cumulative Number of Symptomatic Cases,Cumulative Number of Asymptomatic Cases,Unknown(Nature of Cases),Tag(Nature of Cases),Male(Confirmed Cases),Female(Confirmed Cases),Transgender(Confirmed Cases),Unknown(Confirmed Cases),Male(Deceased Cases),Female(Deceased Cases),Transgender(Deceased Cases),Unknown(Deceased Cases),Source1,Source2
22-May-20,Assam,,,,55791,Tested,259,50450,,,,,,,,,,,,,,,,,,,,,,,595,332,,3338,,,,,,,,,,,,,,,,,https://twitter.com/nhm_assam/status/1263867748083314688?s=19,
23-May-20,Assam,,,,60405,Tested,329,54185,,,,,,,,,,,,,,,,,,,,,,,595,332,,3338,,,,,,,,,,,,,,,,,https://twitter.com/nhm_assam/status/1264220889811476481?s=19,
24-May-20,Assam,,,,66444,Tested,378,58972,,,,,,,,,,,,,,,,,,,,,,,595,332,,3338,,,,,,,,,,,,,,,,,https://twitter.com/nhm_assam/status/1264598647439863808?s=19,
25-May-20,Assam,,,,70029,Tested,526,62244,,,,,,,,,,,,,,,,,,,,,,,595,332,,3338,,,,,,,,,,,,,,,,,https://twitter.com/nhm_assam/status/1264971711889453064?s=19,
26-May-20,Assam,,,,72654,Tested,616,66562,,,,,,,,,,,,,,,,,,,,,,,595,332,,3338,,,,,,,,,,,,,,,,,https://twitter.com/nhm_assam/status/1265318571728666626?s=19,
29-May-20,Assam,,,,92390,Tested,1024,84933,,,,,,,,,,,,,,,,,,,,,,,595,332,,3338,,,,,,,,,,,,,,,,,https://twitter.com/nhm_assam/status/1266414513097707534?s=19,
30-May-20,Assam,,,,101257,Tested,1185,91248,,,,,,,,,,,,,,,,,,,,,,,595,332,,3338,,,,,,,,,,,,,,,,,https://twitter.com/nhm_assam/status/1266773074822782979?s=09,
31-May-20,Assam,,,,109097,Tested,1272,101006,,,,,,,,,,,,,,,,,,,,,,,595,332,,3338,,,,,,,,,,,,,,,,,https://twitter.com/nhm_assam/status/1267131741149564928,
02-Jun-20,Assam,,,,120375,Tested,1513,111229,,,,,,,,,,,,,,,,,,,,,,,595,332,,3338,,,,,,,,,,,,,,,,,https://twitter.com/nhm_assam/status/1267850997898137603,
03-Jun-20,Assam,,,,126726,Tested,1672,117650,,,,,,,,,,,,,,,,,,,,,,,595,332,,3338,,,,,,,,,,,,,,,,,https://twitter.com/nhm_assam/status/1268230494988230656?s=19,
04-Jun-20,Assam,,,,133029,Tested,1988,122618,,,,,,,,,,,,,,,,,,,,,,,595,332,,3338,,,,,,,,,,,,,,,,,https://twitter.com/nhm_assam/status/1268576420630073347?s=09,
06-Jun-20,Assam,,,,146605,Tested,2397,136154,8054,,,,,,,,,,,,,,,,,,,,,,595,332,,3338,,,,,,,,,,,,,,,,,https://twitter.com/nhm_assam/status/1269318718305206272/photo/1,
07-Jun-20,Assam,,,,153326,Tested,2565,142192,,,,,,,,,,,,,,,,,,,,,,,595,332,,3338,,,,,,,,,,,,,,,,,https://twitter.com/nhm_assam/status/1269669639807741953?s=19,
09-Jun-20,Assam,,,,169842,Tested,2937,159760,,,,,,,,,,,,,,,,,,,,,,,595,332,,3338,,,,,,,,,,,,,,,,,https://twitter.com/nhm_assam/status/1270384053586259968?s=19,
06-May-20,Bihar,,,,29328,Tested,539,,464,,1425,Centre,,,,,,,,,,,,,,,,,,,116,50,,2344,,,,,,,,,,,,,,,,,https://twitter.com/BiharHealthDept/status/1257989196540547072?s=20,https://twitter.com/sanjayjavin/status/1257909230872539137?s=09
07-May-20,Bihar,,,,29841,Tested,547,,701,,1466,Centre,,,,,,,,,,,,,,,,,,,116,50,,2344,,,,,,,,,,,,,,,,,https://twitter.com/BiharHealthDept/status/1258347711755104258?s=19,https://twitter.com/BiharHealthDept/status/1258294411605098502?s=19
08-May-20,Bihar,,,,30320,Tested,564,,1007,,1995,Centre,,,,,,,,,,,,,,,,,,,116,50,,2344,,,,,,,,,,,,,,,,,https://twitter.com/BiharHealthDept/status/1258741538051538944?s=19,https://twitter.com/sanjayjavin/status/1258643211679084544?s=19
09-May-20,Bihar,,,,31552,Tested,585,,1831,,2094,Centre,,,,,,,,,,,,,,,,,,,116,50,,2344,,,,,,,,,,,,,,,,,https://twitter.com/BiharHealthDept/status/1259082646530994177/photo/2,https://twitter.com/sanjayjavin/status/1258992256561958913?s=09
10-May-20,Bihar,,,,32670,Tested,653,,2099,,2244,Centre,,,,,,,,,,,,,,,,,,,116,50,,2344,,,,,,,,,,,,,,,,,https://twitter.com/SHSBihar/status/1259472954938753024?s=19,https://twitter.com/sanjayjavin/status/1259358836130869248?s=19
11-May-20,Bihar,,,,34662,Tested,714,,2417,,2204,Centre,,,,,,,,,,,,,,,,,,,116,50,,2344,,,,,,,,,,,,,,,,,https://twitter.com/SHSBihar/status/1259822193531224064,https://twitter.com/sanjayjavin/status/1259716677639581700?s=19
12-May-20,Bihar,,,,37430,Tested,796,,2673,,2376,Centre,,,,,,,,,,,,,,,,,,,116,50,,2344,,,,,,,,,,,,,,,,,https://twitter.com/SHSBihar/status/1260170113812070401,https://twitter.com/sanjayjavin/status/1260091241833758722
13-May-20,Bihar,,,,39149,Tested,909,,2604,,2587,Centre,,,,,,,,,,,,,,,,,,,116,50,,2344,162851,42917,,,,,,,,,,,,,,,https://twitter.com/SHSBihar/status/1260532080099786752,https://twitter.com/sanjayjavin/status/1260443949866586116
14-May-20,Bihar,,,,40782,Tested,970,,2102,,2690,Centre,,,,,,,,,,,,,,,,,,,116,50,,2344,,,,,,,,,,,,,,,,,https://twitter.com/SHSBihar/status/1260898008322830336,https://twitter.com/sanjayjavin/status/1260804741132464128
15-May-20,Bihar,,,,42645,Tested,1010,,1707,,2551,Centre,,,,,,,,,,,,,,,,,,,116,50,,2344,,,,,,,,,,,,,,,,,https://twitter.com/SHSBihar/status/1261275578952331270,https://twitter.com/sanjayjavin/status/1261170726431674368
16-May-20,Bihar,,,,44340,Tested,1083,,1749,,4938,Centre,,,,,,,,,,,,,,,,,,,116,50,,2344,,,,,,,,,,,,,,,,,https://twitter.com/SHSBihar/status/1261617898499403776?s=09,https://twitter.com/sanjayjavin/status/1261559042805301248?s=09
17-May-20,Bihar,,,,45729,Tested,1193,,2602,,5205,Centre,,,,,,,,,,,,,,,,,,,116,50,,2344,143572,34757,,,,,,,,,,,,,,,https://twitter.com/SHSBihar/status/1261979327413051393?s=19,https://twitter.com/sanjayjavin/status/1261904932560670722?s=19
18-May-20,Bihar,,,,46996,Tested,1391,,3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/SHSBihar/status/1262366043290439681,
19-May-20,Bihar,,,,50563,Tested,1495,,3560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/SHSBihar/status/1262719669024292864,
20-May-20,Bihar,,,,53361,Tested,1607,,3849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/BiharHealthDept/status/1263072534955806722?s=19,https://twitter.com/BiharHealthDept/status/1262995266472480770?s=19
21-May-20,Bihar,,,,55692,Tested,1881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/SHSBihar/status/1263446215896727554,
22-May-20,Bihar,,,,58481,Tested,2098,,3311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/BiharHealthDept/status/1263795597380739073,
23-May-20,Bihar,,,,61220,Tested,2344,,1414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/indiacovid/5390?single,https://twitter.com/BiharHealthDept/status/1264090617510006784
24-May-20,Bihar,,,,63741,Tested,2507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/PIB_Patna/status/1264535576906211328,
25-May-20,Bihar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-May-20,Bihar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-May-20,Bihar,,,,68262,Tested,3010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/PIB_Patna/status/1265612579734347776,
28-May-20,Bihar,,,,70275,Tested,3106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/PIB_Patna/status/1265962142160699393,
29-May-20,Bihar,,,,72256,Tested,3276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/PIB_Patna/status/1266341629104799750,
30-May-20,Bihar,,,,73929,Tested,3511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/PIB_Patna/status/1266698915262476288,
31-May-20,Bihar,,,,75737,Tested,3692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/PIB_Patna/status/1267055745993867264,
01-Jun-20,Bihar,,,,78090,Tested,3872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/PIB_Patna/status/1267426736121110528,
02-Jun-20,Bihar,,,,81413,Tested,4049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/PIB_Patna/status/1267780351889268737,
03-Jun-20,Bihar,,,,84729,Tested,4273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/PIB_Patna/status/1268140984656957441,
04-Jun-20,Bihar,,,,88313,Tested,4420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/PIB_Patna/status/1268520472284667904,
05-Jun-20,Bihar,,,,91903,Tested,4551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/PIB_Patna/status/1268862294320123905,
06-Jun-20,Bihar,,,,95473,Tested,4745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/PIB_Patna/status/1269256716366929921,
07-Jun-20,Bihar,,,,99108,Tested,4972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/PIB_Patna/status/1269589508980432910,
08-Jun-20,Bihar,,,,102318,Tested,5176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/PIB_Patna/status/1269960683191443456,
09-Jun-20,Bihar,,,,105588,Tested,5364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/PIB_Patna/status/1270328755978813441,
10-Jun-20,Bihar,,,,109483,Tested,5583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/PIB_Patna/status/1270674704077127680,
06-May-20,Chandigarh,,,,1785,Tested,120,1641,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://chdcovid19.in/,
07-May-20,Chandigarh,,,,1845,Tested,129,1698,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://chdcovid19.in/,https://t.me/indiacovid/4186
08-May-20,Chandigarh,,,,1913,Tested,146,1748,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://chdcovid19.in/,https://t.me/indiacovid/4258
09-May-20,Chandigarh,,,,2055,Tested,169,1871,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/indiacovid/4376?single,http://chdcovid19.in/
10-May-20,Chandigarh,,,,2142,Tested,173,1947,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://chdcovid19.in/,https://t.me/indiacovid/4443
11-May-20,Chandigarh,,,,2177,Tested,173,1978,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://chdcovid19.in/,
12-May-20,Chandigarh,,,,2276,Tested,187,2069,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://chdcovid19.in/,
13-May-20,Chandigarh,,,,2420,Tested,189,2206,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://chdcovid19.in/,
14-May-20,Chandigarh,,,,2505,Tested,191,2299,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://chdcovid19.in/,
15-May-20,Chandigarh,,,,2586,Tested,191,2383,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/indiacovid/4798,http://chdcovid19.in/
16-May-20,Chandigarh,,,,2718,Tested,191,2513,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/indiacovid/4874,
17-May-20,Chandigarh,,,,2812,Tested,191,2604,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/36,http://chdcovid19.in/
18-May-20,Chandigarh,,,,2892,Tested,196,2663,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/47,http://chdcovid19.in//
19-May-20,Chandigarh,,,,3031,Tested,199,2783,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/indiacovid/5098,http://chdcovid19.in//
21-May-20,Chandigarh,,,,3369,Tested,216,3125,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/89,http://chdcovid19.in//
22-May-20,Chandigarh,,,,3531,Tested,219,3234,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/indiacovid/5325,http://chdcovid19.in//
23-May-20,Chandigarh,,,,3749,Tested,225,3390,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/indiacovid/5389?single,http://chdcovid19.in//
24-May-20,Chandigarh,,,,3904,Tested,238,3514,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/141,http://chdcovid19.in//
25-May-20,Chandigarh,,,,4089,Tested,266,3695,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/indiacovid/5512,http://chdcovid19.in/
26-May-20,Chandigarh,,,,4207,Tested,278,3828,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/165,http://chdcovid19.in/
27-May-20,Chandigarh,,,,4332,Tested,279,3991,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/indiacovid/5627,http://chdcovid19.in/
28-May-20,Chandigarh,,,,4467,Tested,289,4138,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/indiacovid/5710,http://chdcovid19.in/
29-May-20,Chandigarh,,,,4543,Tested,289,4222,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/223,http://chdcovid19.in/
30-May-20,Chandigarh,,,,4654,Tested,289,4342,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/indiacovid/5905?single,http://chdcovid19.in/
31-May-20,Chandigarh,,,,4785,Tested,293,4478,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/indiacovid/5993,http://chdcovid19.in/
01-Jun-20,Chandigarh,,,,4816,Tested,294,4495,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/260,http://chdcovid19.in/
02-Jun-20,Chandigarh,,,,4902,Tested,301,4573,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/273,http://chdcovid19.in/
03-Jun-20,Chandigarh,,,,4977,Tested,301,4658,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/indiacovid/6205,
04-Jun-20,Chandigarh,,,,5059,Tested,302,4735,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/indiacovid/6290,
05-Jun-20,Chandigarh,,,,5121,Tested,309,4793,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/318,
06-Jun-20,Chandigarh,,,,5237,Tested,309,4906,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/337,
07-Jun-20,Chandigarh,,,,5312,Tested,314,4977,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/346,http://chdcovid19.in/
08-Jun-20,Chandigarh,,,,5385,Tested,318,5040,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/360,http://chdcovid19.in/
10-Jun-20,Chandigarh,,,,5532,Tested,328,5182,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/401,http://chdcovid19.in/
06-May-20,Chhattisgarh,,,,22188,Tested,59,20873,1256,,567,Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_06052020.pdf,https://twitter.com/ipskabra/status/1258033663633055745?s=19
08-May-20,Chhattisgarh,,,,23629,Tested,59,22509,1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/indiacovid/4321,
09-May-20,Chhattisgarh,,,,24506,Tested,59,23326,1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_09052020.pdf,
10-May-20,Chhattisgarh,,,,25282,Tested,59,24186,1037,,602,Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_10052020.pdf,
12-May-20,Chhattisgarh,,,,27339,Tested,59,25741,1539,,623,Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_12052020.pdf,
13-May-20,Chhattisgarh,,,,28837,Tested,59,27012,1766,,633,Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/indiacovid/4711?single,
14-May-20,Chhattisgarh,,,,29697,Tested,59,28234,1404,,580,Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_14052020.pdf,
15-May-20,Chhattisgarh,,,,31341,Tested,66,29812,1463,,516,Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_15052020.pdf,
16-May-20,Chhattisgarh,,,,32678,Tested,67,31275,1336,,532,Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_16052020.pdf,https://t.me/indiacovid/4908?single
17-May-20,Chhattisgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-May-20,Chhattisgarh,,,,36606,Tested,93,34656,1857,,635,Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_18052020.pdf,
19-May-20,Chhattisgarh,,,,39010,Tested,100,36586,2324,,744,Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_19052020.pdf,
21-May-20,Chhattisgarh,,,,45522,Tested,128,42618,2776,,924,Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_21052020.pdf,
22-May-20,Chhattisgarh,,,,48116,Tested,172,45022,2922,,914,Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_22052020.pdf,
23-May-20,Chhattisgarh,,,,49763,Tested,214,46894,2655,,152478,Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_23052020.pdf,
25-May-20,Chhattisgarh,,,,55022,Tested,292,52598,2132,,172007,Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_25052020.pdf,
26-May-20,Chhattisgarh,,,,57479,Tested,360,55539,1580,,186566,Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/indiacovid/5610?single,
27-May-20,Chhattisgarh,,,,59320,Tested,364,57283,1673,,199725,Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/indiacovid/5654?single,
28-May-20,Chhattisgarh,,,,61771,Tested,398,59585,1788,,203581,Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/indiacovid/5738?single,
29-May-20,Chhattisgarh,,,,63992,Tested,415,62983,594,,209038,Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.me/indiacovid/5853?single,
30-May-20,Chhattisgarh,,,,66417,Tested,447,64762,1208,,214350,Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/HealthCgGov/status/1266724300859596800?s=20,
31-May-20,Chhattisgarh,,,,69152,Tested,492,67268,1392,,210926,Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/HealthCgGov/status/1267113754824634370,
01-Jun-20,Chhattisgarh,,,,70726,Tested,539,69361,826,,212880,Centre,,,,,,,,,,,,,,,,,,,,922,,5515,48182,29979,,,,,,,,,,,,,,,https://t.me/indiacovid/6107?single,
02-Jun-20,Chhattisgarh,,,,73198,Tested,556,71218,1431,,,,,,,,,,,,,,,,,,,,,,,922,,5515,47836,29463,,,,,,,,,,,,,,,https://twitter.com/TS_SinghDeo/status/1267858264877760512,
03-Jun-20,Chhattisgarh,,,,76446,Tested,626,73706,2114,,223150,Centre,,,,,,,,,,,,,,,,,,,,922,,5515,47836,29463,,,,,,,,,,,,,,,https://twitter.com/HealthCgGov/status/1268186561474166785/photo/1,
04-Jun-20,Chhattisgarh,,,,78971,Tested,756,75519,2698,,223366,Centre,,,,,,,,,,,,,,,,,,,,922,,5515,57288,42403,,,,,,,,,,,,,,,https://twitter.com/TS_SinghDeo/status/1268579834189447169?s=20,https://twitter.com/HealthCgGov/status/1268583415844044802?s=09
05-Jun-20,Chhattisgarh,,,,81773,Tested,863,78134,2778,,229070,Centre,,,,,,,,,,,,,,,,,,,,922,,5515,57381,21694,,,,,,,,,,,,,,,https://twitter.com/HealthCgGov/status/1268904801796063237?s=20,https://twitter.com/TS_SinghDeo/status/1268921182285205505?s=20
06-Jun-20,Chhattisgarh,,,,85346,Tested,923,80477,3948,,231536,Centre,,,,,,,,,,,,,,,,,,,,922,,5515,57466,28702,,,,,,,,,,,,,,,https://twitter.com/HealthCgGov/status/1269284060750323715/photo/1,https://twitter.com/TS_SinghDeo/status/1269286057779949568/photo/1
07-Jun-20,Chhattisgarh,,,,88896,Tested,1073,84344,3481,,231169,Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/HealthCgGov/status/1269656689013166080,
08-Jun-20,Chhattisgarh,,,,92598,Tested,1160,86719,4721,,231935,Centre,,,,,,,,,,,,,,,,,,,,922,,5515,55333,28833,,,,,,,,,,,,,,,https://twitter.com/HealthCgGov/status/1270017135322910725?s=19,https://twitter.com/TS_SinghDeo/status/1270021179412115458?s=19
09-Jun-20,Chhattisgarh,,,,93059,Tested,1211,89914,1936,,238874,Centre,,,,,,,,,,,,,,,,,,,,922,,4026,57429,28751,,,,,,,,,,,,,,,https://twitter.com/HealthCgGov/status/1270337217261699074/photo/1,https://twitter.com/TS_SinghDeo/status/1270372892140687361/photo/1
10-Jun-20,Chhattisgarh,,,,94576,Tested,1262,92049,1267,,243050,Centre,,,,,,,,,,,,,,,,,,,,922,,5515,57421,29210,,,,,,,,,,,,,,,https://twitter.com/TS_SinghDeo/status/1270743596749041671/photo/1,https://twitter.com/HealthCgGov/status/1270724778664456192?s=09
06-May-20,Dadra and Nagar Haveli and Daman and Diu,,,,4967,Tested,1,4966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/DnhPublicity/status/1258108704974606337,
07-May-20,Dadra and Nagar Haveli and Daman and Diu,,,,5272,Tested,1,5271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/DnhPublicity/status/1258448806049439745,
08-May-20,Dadra and Nagar Haveli and Daman and Diu,,,,5430,Tested,1,5429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/DnhPublicity/status/1258819276066021381,
10-May-20,Dadra and Nagar Haveli and Daman and Diu,,,,5581,Tested,1,5580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/DnhPublicity/status/1259571781272207360,
11-May-20,Dadra and Nagar Haveli and Daman and Diu,,,,5763,Tested,1,5762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/DnhPublicity/status/1259918026692071426,
12-May-20,Dadra and Nagar Haveli and Daman and Diu,,,,5977,Tested,1,5976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/DnhPublicity/status/1260261604366659590/photo/1,
13-May-20,Dadra and Nagar Haveli and Daman and Diu,,,,6294,Tested,1,6293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/DnhPublicity/status/1260634922441637890?s=20,
